Movie_name,Plot_summary,Top_genres,averageRating,neg,neu,pos,compound
Track 29,"The wife of a small town doctor tires of his spending too much time playing with his model trains, and starts thinking about the son she gave up for adoption years before. While dining at a cafe, she meets a British hitchhiker, who believes he is her son. Years earlier, she was raped and gave up her son for adoption. The son may be a figment of her imagination. They start to get to know each other and the son starts to hate the husband. The wife begins to fear for her husband's safety.
",Other,5.9,0.109,0.847,0.044,-0.836
Dracula's Daughter,"Dracula's Daughter begins a few moments after Dracula ends. Count Dracula has just been destroyed by Professor Von Helsing . Von Helsing is taken by police to Scotland Yard, where he explains that he indeed did destroy Count Dracula, but because he had already been dead for over 500 years, it cannot be considered murder. Instead of hiring a lawyer, he enlists the aid of a psychiatrist, Dr. Jeffrey Garth , who was once one of his star students. Meanwhile, Dracula's daughter, Countess Marya Zaleska , with the aid of her manservant, Sandor , steals Dracula's body from Scotland Yard and ritualistically burns it, hoping to break her curse of vampirism. However, Sandor soon makes her realize that her thirst for blood has not been quenched and that all that is in her eyes is ""Death"". The Countess resumes her hunting, mesmerizing her victims with her exotic jeweled ring. After a chance meeting with Dr. Garth at a society party, the Countess asks him to help her overcome the influence she feels from beyond the grave. The doctor advises her to defeat her cravings by confronting them and the Countess becomes hopeful that her will plus Dr. Garth's science will be strong enough to overcome Dracula's malevolence. The Countess sends Sandor to fetch her a model to paint; he returns with Lili . Countess Zaleska initially resists her urges but succumbs and attacks Lili. Although the girl survives the attack, when Dr. Garth tries to hypnotize her to learn what happened, she suffers heart failure and dies. As the Countess comes to accept that a cure is not possible – and the doctor discovers the truth about her condition – she lures him to Transylvania by kidnapping Janet , the woman he loves. She intends to transform him into a vampire to be her eternal companion; Dr. Garth agrees to exchange his life for Janet's. Before he can be transformed, Countess Zaleska is destroyed when Sandor shoots her through the heart with an arrow as revenge for her breaking her promise to make him immortal. He takes aim at Dr. Garth but is shot dead by a policeman.
",Horror,6.3,0.151,0.72,0.128,-0.9117
Rainbow Bird and Monster Man,"The story begins with Tony recalling himself as a child in the 1960s at the age of four, coming from an aloof family in Trentham, Victoria. Tony's father was an agricultural labourer who suffered from alcoholism. Tony, without an older male role model, originally felt warm attachment to the other main figure in the film, his father's workmate and drinking friend Gordon Kerr. Then on one night Gordon - who was to be looking after the child - raped Tony. Tony and his younger brother continued to be sexually assaulted by Gordon for the following ten years until his parents unexpectedly saw this for themselves and were forced to acknowledge what was happening. Tony and his brother were then sent away to live with family in Melbourne. For the following years Tony seemed to be living a normal, happy life and seemed to put his past behind him. However, as Tony aged into his twenties he lost his job and drifted in a life of alcoholism and drug abuse. Tony then once again escaped, this time to go to Western Australia to come clean. After hearing radio reports of sexual abuse in the Catholic Church, Tony realised he was too traumatised by his past to forget. On recommendation of a social worker, Tony returned to his hometown in 1995 to have Gordon charged. Despite having a confession from Gordon himself, the police refused to initiate criminal proceedings. One night soon afterwards Tony became psychotic and pleaded for the police to detain him so he would not harm himself or anyone else. The police ignored Tony, who then went to Gordon's home to confront him. Tony was holding an axe for self defense as he knocked on Gordon's door. After Gordon opened the door to point a gun at him, Tony then proceeded to strike Gordon as he pointed the gun away. Tony was charged with murder to be convicted of manslaughter under a plea bargain in 1996. As he already served his sentence in custody before being convicted, Tony was released immediately afterwards. The film concludes in 2002 with Tony, who, while functioning in a comparatively normal life, still remains frequently traumatised by his experiences. A disturbing film that nonetheless challenges taboos, it highlights the reluctance for authorities and sometimes even families to confront sexual abuse as well as the devastating impact it has on victims' lives.
",Other,,0.173,0.774,0.053,-0.995
Beyond the Border,"In 1942, in the Swedish province of Värmland bordering Nazi-occupied Norway, a group of Swedish soldiers leave their post at a check-point in neutral Sweden, and ends up on the wrong side of the borders. One soldier is killed and another captured by the Germans, and a rescue operation is underway. However, a Swedish colonel sends out an execution squad to eliminate the lost soldiers and their rescuers, in order to cover up the mistake. The lost Swedish soldiers now suddenly face two different enemies on their way home across the border.
",Action_Adventure,6.2,0.179,0.79,0.031,-0.9287
Fehérlófia,"Based on the work of László Arany and ancient Hunnic and Avaric legends, Fehérlófia is a tribute to the old steppe peoples. There are slight differences between Arany's work and the movie - for example, in the movie, Fehérlófia  and Fanyűvő  are the same person. There are also references to ancient origin legends: Ősanya , Ősapa , and the Világfa ([[World tree . The story's main character is Fehérlófia , who is a man with superhuman power. He is born as the third son of a horse, and he gains his power by suckling the horse's milk. He listens to old tales, mostly about the Forefather and the end of his reign, caused by evil dragons. After the horse's death, Fehérlófia decided to search and destroy the dragons, who seized power over the world. He met his two brothers, Kőmorzsoló  and Vasgyúró , who also have superhuman abilities. In search of the Underworld's entrance , they accommodate themselves in a tree hollow. One of them stays there every day, in order to cook mush and make rope while the other two search for the entrance. An ancient and mischievous creature, Hétszűnyű Kapanyányi Monyók keeps asking them to give him some mush. Kőmorzsoló and Vasgyúró refuse to give him food, so Hétszűnyű attacks them and eats the mush from their belly. Fehérlófia, however, stops him by trapping his beard in the tree hollow. Trying to escape, Hétszűnyű fells the tree, and the heroes find the entrance of the Underworld under its roots. Only Fehérlófia dares to go down there, where he finds the three dragons and three princesses. After the victory, Kőmorzsoló and Vasgyúró rescue the princesses but leave Fehérlófia down in the Underworld. The desperate Fehérlófia finds a griffin's nest. A snake tries to eat the griffin chicks, but Fehérlófia stops it. To show his gratitude, the Griffin Father takes Fehérlófia to the upper world. The trip is very long so the griffin has to get some food in order to survive. Finally, Fehérlófia has to cut off his own legs to give something to the griffin to eat. After the arrival, the griffin chicks restore Fehérlófia's legs, which gives him more power. He is very angry at his brothers, but finally forgives them. All three marry with one of the princesses, and the Forefather restores the power which he lost by the dragon's arrival.
",Other,,0.067,0.88,0.053,-0.6096
Super Sweet 16: The Movie,"The film centers on best friends Jacquie  and Sara  . They share everything, including the same birthday, which they always celebrate together. Sara and Jacquie start making plans for a huge ""Sweet 16"" party for the both of them, all with proceeds going to a charity called ""Hollywood Heart"". However, when Jacquie transfers to the school Sara goes to, a rich girl called Taylor makes friends with Jacquie  and then proceeds to change Jacquie to be more like herself in order to destroy Sara and Jacquie's relationship. Sure enough, Jacquie unwittingly falls into her plan. Sara tries to deal with Jacquie's personality change, until Jacquie starts insisting to make Taylor a party planner, something that Sara hates. This leads to many more arguments until finally, the two split the party and compete with each other to have the biggest party, all while insulting each other. At the same time, an unexpected romance occurs between Shannon, Taylor's brother, and Sara.Film trailer
",Family,,0.062,0.684,0.254,0.9892
Julie & Julia,"In 2002, Julie Powell  is a young writer with an unpleasant job at the Lower Manhattan Development Corporation's call center, where she answers telephone calls from victims of the September 11 attacks and members of the general public complaining about the LMDC's controversial plans for rebuilding the World Trade Center. To do something she enjoys, she decides to cook every recipe in Mastering the Art of French Cooking  by Julia Child  in one year; Powell decides to write a blog to motivate herself and document her progress. Woven into the story of Powell's time in Queens in the early 2000s is the story of Child's time in Paris throughout the 1950s, where she attends Le Cordon Bleu to learn French cooking and begins collaborating on a book about French cooking for American housewives. The plot highlights similarities in the women's challenges. Both women receive much support from their husbands, except when Powell's husband becomes fed up with her excessive devotion to her hobby and leaves her for a short time. Eventually, Powell's blog is featured in a story published in The New York Times, after which her project begins to receive the attention of journalists, literary agents, publishers, and a dismissive response from Child herself. Although Child's book is rejected by Houghton Mifflin, it is accepted and published by Alfred A. Knopf. The last scene shows Powell and her husband visiting Child's kitchen at the Smithsonian Institution and Child in the same kitchen receiving a first print of her cookbook and celebrating the event with her husband.
",Drama,7.0,0.062,0.862,0.077,0.6249
Merlin,"The film opens with an aged Merlin narrating his story. Britain faces civil war and the Saxon invasion. Meanwhile, the spread of Christianity has left the power of the fey goddess Queen Mab  on the wane. Coupled with the destruction of both Christian and pagan holy sites due to the turmoil, Mab's world of magic faces imminent extinction. While her sister, the Lady of the Lake  accepts the inevitable, Mab vows to resist. She decides to create a half-human/half-fey being, a wizard, that she believes will bring people back to the ""Old Ways"" and save her. Merlin is created by Queen Mab and is born to a human mother, Elissa, though he possesses no mortal father. Elissa dies shortly after giving birth to Merlin, leaving the child to be raised by Ambrosia , an old woman who used to be a pagan but has since rejected Mab and the Old Ways. Ambrosia refuses to give the infant Merlin to Mab, arguing that love is needed to raise a child, and that Mab is not capable of providing it. Mab seems to agree and leaves, but warns Ambrosia that one day she will return and take him away once he manifests his powers. Merlin grows up with no knowledge of his true heritage, until he uses magic for the first time to save a nobleman's daughter named Nimue . For saving her life, she grants him a kiss. They exchange names and Merlin vows never to forget her. On returning home he tells Ambrosia of him saving Nimue. Ambrosia realizes it is time for Merlin to go to Mab, and tells him of his past. Merlin is taken to Mab's underground palace, where she plans to train him in magic until he becomes the greatest wizard of all time. Merlin spends some time learning magical skills from Frik , Mab's shape-shifting gnome servant. But in his heart, he wants nothing to do with Mab or magic, which infuriates her. Out of boredom, Merlin unknowingly calls the Lady of the Lake, who ""accidentally"" blurts out that Queen Mab let his birth mother die, and that Ambrosia is dying. Merlin arrives in time to see the end of an argument between Mab and Ambrosia; Mab, furious at Ambrosia's refusal to convince Merlin to return to her, lashes out with her magic, severely injuring Ambrosia. She is unable to survive, and in her last breath, makes Merlin swear to only listen to his heart. Merlin vows to defeat her, and whilst Mab expresses seemingly genuine regret for the deaths of his mother and Ambrosia, she merely describes them as ""casualties of war"" and reminds Merlin that she and her people are rapidly facing extinction. She swears she will make Merlin help her, whether he wants to or not. On Ambrosia's grave, he makes a blood-oath that he will never use magic except to defeat Mab. Many years later, Merlin is summoned to see the tyrant King Vortigern . Upon his arrival he learns that a pagan soothsayer has promised the King that Merlin’s blood will prevent the destruction of his ever-collapsing castle. This soothsayer had earlier asked Queen Mab for help in solving the tyrant King’s request, and she suggested finding a man “with no mortal father”, thus leading him to Merlin. However, Merlin informs the King that his castle is being built on water, and that he would be more useful alive since his dreams can predict the future. The King spares Merlin but throws him into a dungeon. Nimue recognizes the captive Merlin and persuades King Vortigern to release him. Merlin and Nimue grow close, but Mab, determined to make Merlin break his oath, plots against their union and has Nimue sacrificed to a great dragon, with Merlin watching. Merlin ends up using magic, breaking his oath, to tie down the dragon, but can't save Nimue from getting injured by the dragon. She is sent to Avalon to recover, and Merlin leaves to defeat Vortigern and his new ally, Mab. Soon Merlin dreams of two dragons, a red defeating a white. The red dragon is that of Uther Pendragon, whose father, King Constant  was murdered by Vortigern to seize his throne. Merlin helps Uther win his war against Vortigern, by informing him of Vortigern's unprecedented winter attack, and leading Uther's forces to confront him on a frozen river. Merlin himself kills Vortigern with the aid of the magical sword Excalibur, given to him as a gift by the Lady of the Lake. He believes that Uther will be a just, decent king and gives Excalibur to him. However, Uther soon becomes obsessed with Igraine , the wife of the Duke of Cornwall. Merlin, worried about Uther misusing Excalibur, tricks Uther out of the sword and places it within a living mountain, the Rock of Ages , who promises to keep it until a true king arrives, a man with a good heart. But after Merlin leaves Uther without Excalibur, he returns later to see madness and lust have clouded his mind. Uther lays siege to Cornwall's castle, but cannot break through, and while his attention is focused there, the rest of England falls back into civil war. To stop the insanity, Merlin strikes a deal with Uther. He will help Uther bed Igraine, in exchange for guardianship of the child born from the union, and for the Duke and his men to be spared. Once this is agreed, Merlin uses magic to transform Uther’s appearance into that of the Duke's, while Uther's forces lead Cornwall and his men away. Uther enters the castle and sleeps with Igraine. Igraine’s young and disfigured daughter, Morgan le Fay , is the only one who sees through Uther’s disguise. But Uther betrays Merlin, going back on his word and having Cornwall and his men slaughtered. Merlin forever regrets allowing this to happen. Igraine eventually begins to give birth to the baby, while Frik meets and amuses Morgan through his magic; in return she promises to place a black stone beneath the baby’s sheets in his crib, thus cursing his life. Igraine then gives birth to Arthur, but at the cost of her own life. Mab then confronts Merlin, proclaiming Arthur to be damned, but Merlin vows to raise him for the good, and help bring her down. In time, Arthur, now living with Sir Ector and unaware of his heritage, is tutored throughout his childhood by Merlin. He teaches him ethics and morals, hoping to make Arthur the image of goodness and a perfect king. Uther during this time meanwhile, goes mad and finally commits suicide, which leaves the kingdom in turmoil over who will be the new King. Merlin informs Arthur of his rightful place as the only son of Uther and true heir to the throne. Mab attempts to assassinate Arthur by unleashing a pack of griffins; though Merlin foils the attack by directing a swarm of wasps to drive the monsters off, he is reminded Mab is still an ever-present threat. Mab, likewise, is goaded to take more direct action in the wake of her assassins' failure and the realization she is losing her power more and more quickly. With the throne vacant, all the noblemen in the kingdom try to take Excalibur from the Rock of Ages, but none can. With Mab and Merlin watching, Arthur arrives and tries to take the sword. Mab pleads with the rock to not let Arthur have the sword, saying he will bring bloodshed like his father, and will destroy all the old ways. But Arthur replies that he doesn't know what he will be, only what he is. This wise response makes the Rock of Ages see the goodness in Arthur, and it loosens its grip, but Mab heats the sword. Arthur persists in removing it, and with burning, blood-soaked hands, raises it for all the surrounding people to see . When Merlin presents Arthur to the noblemen, not all recognize him as their rightful king. But some, including King Lot's son, declare him king, through both his revealed heritage and the sword Excalibur. But many of the nobles refuse to heed Merlin's words to end the cycle of violence; they storm off to fight for the throne, with armies now mobilized. Arthur avoids a battle against Lord Lot by daring the latter to use Excalibur to kill him; the magic of the sword convinces Lot to submit. Arthur is crowned King and institutes the Round Table. Arthur then decides to build Camelot and fulfill Merlin's dreams. Merlin leaves, thinking the kingdom is finally at peace, but Mab comes up with a counter-plan of her own. She instructs Frik to seek out Arthur's half-sister Morgan Le Fay and poison her mind by making her beautiful, and has her seduce the young King, who is unaware of their relationship. Morgan and Arthur's act of incest eventually reaches Merlin, who races back to Camelot to confront Arthur. After learning the sickening truth, Merlin tells Arthur that Morgan will give birth to Arthur's abomination of a son, Mordred, whom Mab raises to become Arthur's downfall and bring back the Old Ways. As the demonic Mordred is from a cursed union, he is exceptionally strong and grows at an abnormally fast rate. Arthur starts construction of his castle Camelot and marries Guinevere . He then wishes to take his knights on a quest for the Holy Grail, so he holds a tournament to find a champion who will defend and complete Camelot in his absence. Knowing that Arthur's enemies would take advantage of his absence, the Lady of the Lake guides Merlin to a “good man”, and he finds Sir Lancelot with his wife Elaine and their son, Galahad. Merlin brings Lancelot back to Camelot, where he then wins the tournament. Unfortunately, in Arthur's absence, Guinevere and Lancelot become infatuated with each other and embark on a love affair, despite Merlin warning of the consequences. Mab magically makes sure Lancelot’s wife can see his betrayal, and she is found dead at the shores of Camelot not long after. Merlin accuses Lancelot of killing her through heartbreak and he flees Camelot in his guilt and shame. Arthur and his knights return to the city shortly afterwards, their quest a failure. Mordred then makes his presence as Arthur's son and heir known and reveals Guinevere's betrayal to all. Outmanoeuvered by Mordred, Arthur is forced to condemn her to be burned at the stake for treason. Mid-way through the execution, Arthur changes his mind and begs Merlin to save her, so Merlin makes it rain, which saves Guinevere long enough for Lancelot to fight his way into Camelot and ride off with her to safety. Furious, Mordred confronts Arthur, who denounces and banishes him. Mordred begins to raise an army among those dissatisfied with Arthur and Merlin. Meanwhile, Frik and Morgan le Fay have fallen in love after Mab’s magic makes them both beautiful. When Morgan refuses to allow Mab to further use Mordred for her own ends, Mab kills her with Frik watching. Frik holds the dying Morgan and their true ugly forms return, but they both call each other beautiful anyway and she dies in his arms. Frik vows revenge on Mab, so she takes his powers away. He later joins Arthur's army. Queen Mab then lures Nimue into a magical wilderness and removes the scars from her past injury, explaining she wishes to keep Merlin out of the way so that he cannot intervene in the battle to come. Wanting to be with him, Nimue agrees and sends for Merlin. He comes to her, but senses a trap when he realizes that the idyllic paradise they are in is a creation of Mab's. However, Nimue compels him to give up his war with her and simply be at peace. Meanwhile, the armies of Mordred and Arthur prepare themselves for the battle. Many on both sides are slain, and in a climatic duel, Arthur defeats Mordred. Mordred deals Arthur a fatal blow before Arthur kills him. Merlin, having heard the screams of battle and knowing Arthur is dying, leaves Nimue to go to his aid. However, once he leaves their haven, it seals behind him . Knowing he has lost her forever, Merlin races to Arthur's side, and to seek retribution against Mab. At the battlefield, both Mab and Merlin witness the deaths of their protégés; Mab's dark magic is unable to save Mordred, while Arthur lives long enough for Merlin to arrive. Arthur tells Merlin to return Excalibur to whence it came, as no-one can be allowed to wield its power. Merlin comforts Arthur with the knowledge that he was a great king and the right man to wield Excalibur. He leaves Arthur to return the sword, grief-stricken as his king, student and friend dies behind him. Merlin gives Excalibur back to the Lady of the Lake, who has been slowly dying as the Old Ways are being rejected and forgotten. Angry and sorrowful, Merlin accuses her of lying to him about the guardian of Camelot, but he realizes the Lady had meant Galahad instead of Lancelot. She comforts a grieving Merlin with the words “It's human to make mistakes, Merlin and part of you is human...the best part”. She then bids Merlin farewell, saying that her sister Mab was right about one thing, ""When we're forgotten, we cease to exist"". Merlin encounters Frik among the survivors of Arthur's army, who warns him that although Mab is greatly weakened, she is still dangerous. Furious, Merlin returns to Camelot with the intention of confronting Mab, where he finds her sitting at the Round Table. With nothing more to lose, the pair engage in an intense magical duel that destroys the Round Table. Unable to vanquish Merlin, Mab mocks him and tells him that he and his human followers can't destroy her, but Merlin knows that there are few people that believe in the Old Ways. He turns his back on her telling her that everyone will forget her, and in forgetting, she will no longer exist. Everyone leaves, ignoring Mab's furious calls, and soon, she fades away into nothing, just the way she had feared from the beginning. At the film's conclusion, the wizened Merlin is shown as a pauper telling his story for money. An aged Frik finds him, mentioning, ""It's not exactly as I remember,"" to which Merlin replies, ""They like it better this way."" After following Frik, he finds his aged magic horse. Frik then says it will lead him to his love, Nimue. When Merlin asks how, Frik says that when Mab disappeared forever, so did the remnants of her magic, allowing Nimue to escape her magic prison. Merlin thanks his old friend and mentor for everything, but Frik modestly replies, ""Oh, there's no need to thank me. I just love happy endings"". So Merlin rides off to find Nimue. Merlin finally finds and embraces Nimue, at the old forest home of Ambrosia. Both lovers are now old, but Merlin uses the last of his power to restore their youth so that they can finally spend their lives together. His closing words are ""There is no more! This is the End Of Magic...""
",Other,,0.148,0.735,0.117,-0.9985
Scrubbers,"Two girls escape from an open borstal. Annetta  wants to visit her baby daughter who is being raised in a convent. Carol  plans to be recaptured and sent to the closed borstal where her girlfriend Doreen is being held. Carol's plan works, but she is devastated to find that Doreen has a new girlfriend. Doreen and the girlfriend taunt Carol. Annetta is arrested at the convent and sent to the same closed borstal. She assumes Carol ""grassed"" her up and proceeds to plan her revenge. Inmate Eddie professes her love for Carol and offers protection, so Carol begins a relationship with her. Annetta's constant bullying attempts keep her in solitary confinement. When Eddie is released Carol loses her protection and Annetta plans another attack. Written by Roy Minton.
",Drama,,0.174,0.78,0.046,-0.9704
The Way We Are,"Paw Hee-Ching and Leung Chun-lung plays a mother and son who live in Tin Shui Wai. Paw works in the local supermarket while Leung is a Form 5  student who is waiting for his HKCEE results during summer holidays. Paw met Chan Lai-wun as she also becomes one of the supermarket staff and begins to help her out. Chan wants to buy a television set but is turned off by the transport fee. Paw asks Leung to come to the electrical store and helps her carry it up to her public housing apartment and saves the transport fee. She returns the favour by giving Paw a bag of expensive Chinese mushrooms. Paw's mother falls sick and Leung visits her in the hospital with his cousin. Their grandmother demands swallow's nest porridge for her meals which is not fulfilled. Through her deceased daughter, Chan has a grandson who lives with her son-in-law, who has since re-married. Chan purchased gifts for them and goes with Paw to meet them in Shatin, but her grandson does not show up and her gifts are rejected by her son-in-law. She gives them to Paw instead, who agrees to safekeep them for the time being. Leung meets his school teacher  and she invites him to help out at the school when he returns for F6 and he duly agrees. Paw's two younger brothers are doing well in life, thanks to Paw's financial support during their university years overseas. One of them, played by Clifton Ko, talks to Leung and said he and his younger brother will support him financially to study overseas if he so desires. He replies that he will decide after seeing his HKCEE results. At the end of the movie, Paw, Leung and Chan are seen happily having dinner together in Tin Shui Wai as Leung got satisfactory results in his exam and got promoted to F6.
",Drama,7.5,0.033,0.823,0.143,0.9885
Salome's Last Dance,"In the play, all the roles are played by prostitutes or their clients, and each actor  plays two roles, one in the brothel and the other in the play. King Herod  begs his young stepdaughter Salome  to dance for him, promising to give her anything she desires, much to the irritation of her mother, Herodias . Salome ignores him, choosing instead to try and seduce John the Baptist, who is Herod's prisoner. John responds by loudly condemning both Herod and Salome in the name of God. A spurned and vengeful Salome then agrees to dance for Herod — on the condition that she be given anything she asks for. Herod agrees, but it is only after the dance is over that Salome asks for the head of John the Baptist on a platter. Herod is appalled, tries to dissuade her, but finally gives in to her request. The scenes from the play are interwoven with images of Wilde's exploits at the brothel.
",Drama,6.4,0.074,0.836,0.09,-0.2846
You Gotta Stay Happy,"Marvin Payne  is a World War II army air force veteran trying to make it on a shoe-string with a startup air-freight business. On an overnight stay in New York he has the misfortune of being roomed next to the reluctant bride Dee Dee Dillwood  and her rather formal husband Henry Benson. A ruckus causes Payne to become enmeshed in the world of Miss Dillwood. Hiding from her husband, Payne assumes the rather vague Miss Dillwood is a penniless country girl come to the city, who has descended to sleeping with married men to get by. He grudgingly agrees to give her a lift out of town and encourages her to go back to her parents. All the while Payne does not realize that Miss Dillwood is independently wealthy, and the married man she was to sleep with was the man she had just exchanged vows with that afternoon. Meanwhile, Payne's fellow veteran and co-pilot, Bullets Baker  encourages Payne to relax and enjoy life. His encouragements to join him and a couple of young ladies for a few laughs fall on deaf ears. It is with great surprise than that Baker finds a girl in the straight laced Payne's room the following morning. A rough and tumble flight across country result in a number of surprises, not the least of which is that Marvin discovers he cares for the tag-along Miss Dillwood.
",Family,6.7,0.054,0.792,0.153,0.9754
Dirty Harry,"A sadistic serial killer calling himself ""Scorpio"" ([[Andrew Robinson  murders a young woman in a San Francisco swimming pool, using a high-powered rifle from a nearby rooftop. SFPD Inspector Harry Callahan  finds a ransom message demanding the city pay him $100,000. Scorpio also promises that for each day that the city refuses his demand, he will commit a murder, and his next victim will be ""a Catholic priest or a nigger"". The chief of police and the Mayor  assign the inspector to the case, though the Mayor is reluctant because of an incident involving the shooting of a naked man chasing a woman with a butcher knife by Callahan the previous year in the city's Fillmore District. While in a local diner, Callahan sees a bank robbery in progress and, alone with his revolver, he kills two of the robbers and wounds a third, challenging the man lying near a loaded shotgun: {{quote}} After the robber surrenders, he tells Callahan that he must know if the gun was still loaded. Callahan dry fires the weapon while pointed directly at the robber, and then laughs after revealing it to be empty. He had taken a burst of gunfire in his leg, so later he meets a police doctor who treats the injury; the police doctor references that he is from Callahan's home district, Potrero Hill. Assigned a rookie partner, Chico Gonzalez , Callahan complains that he needs someone experienced because his partners keep getting injured or worse. When Scorpio kills a young black boy from another rooftop, the police believe the killer will next pursue a Catholic priest. Callahan and Gonzalez wait for Scorpio near a Catholic church where a shootout ensues, but Scorpio escapes, killing a police officer disguised as a priest. Scorpio kidnaps, rapes, and buries alive a teenage girl, then demands twice his previous ransom before the girl's air runs out. The mayor decides to pay, and tells Callahan to deliver the money with no tricks, but the inspector wears a wire, brings a knife, and has his partner follow him. As Scorpio sends Callahan to various payphones throughout the city to make sure he is alone, the chase ends at Mount Davidson. Scorpio brutally beats Callahan and tells him he'd decided to let the girl die anyway; Gonzalez comes to his partner's rescue but is wounded. Callahan stabs Scorpio in the leg, but the killer escapes without the money. Gonzalez survives his wound, but decides to resign from the force at the urging of his wife. The doctor who treated Scorpio phones the police and tells Callahan and his new partner, Frank DiGiorgio , that he has seen Scorpio in Kezar Stadium. Running out of time, the officers break into the stadium and Callahan shoots Scorpio in his wounded leg. When Scorpio refuses to reveal the location of the girl and demands a lawyer, Callahan tortures the killer by standing on the wounded leg. Scorpio confesses, but the police are too late to save the girl. Because Callahan searched Scorpio's home without a warrant and improperly seized his rifle, the District Attorney decides that the killer cannot be charged. An outraged Callahan, warning that Scorpio will kill again because of the excitement that killing gives him, follows Scorpio on his own time. Scorpio pays a thug to give him a severe, but controlled beating, then claims the inspector is responsible. Despite his protests to the contrary, Callahan is ordered to stop following Scorpio. After killing a liquor store owner, Scorpio kidnaps a school bus load of children and demands another ransom and a plane to leave the country. The Mayor again insists on paying but when offered to deliver the ransom again, Callahan angrilly refuses. Despite a heated warning from the Mayor, Callahan instead pursues Scorpio without authorization, jumping onto the top of the bus from a railroad trestle. The bus crashes into a dirt embankment and Scorpio flees into a nearby rock quarry, where he has a running gun battle with Callahan. Scorpio keeps running until he spots a young boy sitting near a pond, and grabs him as a hostage. The inspector feigns surrender, but fires, wounding Scorpio in his left shoulder. The boy runs away and Callahan stands over Scorpio, gun drawn. The inspector reprises his ""Do you feel lucky, punk?"" speech. Scorpio lunges for his gun, and Callahan shoots him in the chest, propelling Scorpio into the water. As Callahan watches the dead body float on the surface, he takes out his inspector's badge; after contemplating what will happen to him as a result of his actions, he hurls it into the water, before walking away.
",Drama,7.7,0.18,0.768,0.052,-0.9989
Quiet Chaos,"Pietro Paladini and his brother Carlo, a fashion designer, rescue two women from drowning. At the same time Pietro's wife dies unexpectedly at home. After the funeral, Pietro falls into a state of Quiet Chaos, which is marked by spending a lot of time with his daughter Claudia. The manager is absent from his work and spends his days waiting in the park, which is opposite the school of his daughter. All the while, the widower stays very calm on the outside and is a focal point for his wife's sister Marta , his brother and co-workers who are affected by the merger of his group. It is the rebirth of a man who was once a tough manager.
",Drama,6.9,0.073,0.881,0.046,-0.3415
Pathology,"The intro shows a camera recording faces of corpses, with their mouths being moved by medical students. Med school student Teddy Grey  graduates top of his class from Harvard and joins one of the nation’s most prestigious Pathology programs. With talent and determination, Teddy is quickly noticed by the program’s privileged and elite band of pathology interns who invite him into their crowd. Intrigued by his new friends he joins them in their dangerous and secret after-hours game at the morgue of who can commit the perfect undetectable murder. As Teddy becomes seduced into their wild extracurricular activities, the danger becomes real and he must stay one step ahead of the game before he is the next victim.Pathology Movie - Pathology Trailer, Credits, Photos, and Interviews Eventually the group's leader, Jake Gallo, realizes that Teddy is sleeping with his girlfriend, Dr. Juliette Bath, while Gallo would murder people during their secret meetings. Not to mention, when Teddy catches several members of the group in lies, he realizes that what initially seemed like vigilante killings are, in actuality, just innocent people murdered for sport. When Teddy's fiancée Gwen arrives to stay with him in his apartment, Gallo, angered by Juliette's infidelity, kills her for the next game. However, just as they are about to begin the autopsy on Bath , Gallo realizes that the gas has been left on in the room, resulting in a massive explosion as one of the group lights a meth pipe, killing everyone . Gallo realizes what is about to happen and survives. Teddy is seen walking away from the explosion. Eventually Gallo manages to kill Gwen in what he believes to be the ""perfect murder"". Upon completing his autopsy report on his murdered fiancée, Teddy is knocked out by Gallo and then is forced to trade verbal barbs with him. Teddy uses some of Gallo's own rhetoric against him in reverse psychology fashion, after which fellow pathologist Ben Stravinsky frees Teddy and together they kill Gallo in exactly the same way that he killed Teddy's fiancée .
",Drama,,0.163,0.752,0.085,-0.9912
Bon Voyage,"The film depicts the escape of a downed Royal Air Force air gunner through German-occupied territory. Although the film is short , and generally only of interest to Hitchcock completists, it is interesting for its use of multiple viewpoints of the same events, a technique not unlike that used by Akira Kurosawa in Rashomon  and Fernando Meirelles in Cidade de Deus .
",Other,6.1,0.0,0.889,0.111,0.7506
My First Kiss,"Michelle films her boyfriend and asks questions about the first day they met. The narrative flashes back and forth from this 'present day' video log, to the nervous, and semi-awkward going-ons of the protagonist  getting ready for girls to come over to his house. Uncomfortable moments, embarrassing camp stories, and confrontations between drifting friends ensue...it feels like that first break back home from college.
",Other,,0.131,0.761,0.108,-0.1779
