Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
Summer with Monika,Drama,1953,tt0046345,0.0,4.8,nm0027683,nm0252299,nm0247954,nm0294882,1932,1926,1891,1919,79.0,21.0,37.0,12.0,F,M,F,M
Welcome to 18,Drama,1986,tt0092199,0.0,4.4,nm0005489,nm0002127,nm0929840,nm0442022,1967,1964,1963,1961,285.0,579.0,3.0,2.0,F,F,F,F
Once Upon a Forest,Drama,1993,tt0107745,-10517637.662897028,4.3,nm0186903,nm0893965,nm0086111,nm0339745,1942,1946,\N,1978,34.0,70.0,5.0,103.0,M,M,F,M
1 Day,Drama,2009,tt1268158,-2206949.5393956904,4.1,nm3124764,nm4774188,nm3692248,nm3692788,\N,\N,\N,\N,4.0,1.0,1.0,1.0,M,M,M,M
Violet Tendencies,Drama,2010,tt1407055,0.0,4.5,nm0169934,nm1913997,nm1686989,nm3049041,1966,1974,1977,\N,297.0,12.0,8.0,7.0,F,M,M,M
Marjorie Morningstar,Drama,1958,tt0051911,0.0,4.5,nm0000037,nm0000081,nm0872456,nm0806041,1912,1938,1910,1909,71.0,47.0,64.0,145.0,M,F,F,M
"Bashu, the Little Stranger",Drama,1989,tt0096894,0.0,4.9,nm0850939,nm0693832,nm0012739,nm13282058,1950,1941,\N,\N,7.0,23.0,1.0,1.0,F,M,M,F
Rescue Dawn,Drama,2006,tt0462504,-3314980.010226117,4.7,nm0000288,nm0001872,nm0001111,nm0340260,1974,1967,1969,\N,50.0,79.0,53.0,32.0,M,M,M,M
Tetsuo: The Bullet Man,Drama,2009,tt1176416,0.0,4.3,nm1588185,nm0598419,nm0620267,nm3598713,\N,1976,1975,\N,6.0,7.0,22.0,1.0,M,F,F,M
Tales from Earthsea,Drama,2006,tt0495596,11609286.614221303,4.7,nm0001096,nm0000353,nm0002127,nm0645411,1946,1955,1964,1980,88.0,106.0,579.0,24.0,M,M,F,M
The Cry of the Owl,Drama,1987,tt0092797,0.0,4.5,nm0539022,nm0000528,nm0672269,nm0435726,1952,1965,1959,1938,62.0,34.0,40.0,77.0,M,F,M,M
Stella,Drama,1955,tt0048657,0.0,4.9,nm0580479,nm0288344,nm0018838,nm0436155,1920,1924,1928,1885,16.0,24.0,38.0,4.0,F,M,M,F
Class of '44,Drama,1973,tt0069888,0.0,4.3,nm0342201,nm0396749,nm0174179,nm0935922,1955,1952,1955,1953,6.0,31.0,2.0,8.0,M,M,M,F
Woman on the Run,Drama,1950,tt0043142,0.0,4.7,nm0792130,nm0641454,nm0445290,nm0702798,1915,1908,1890,1899,62.0,77.0,23.0,28.0,F,M,M,M
Patrick,Drama,1978,tt0078067,0.0,4.5,nm0671854,nm0375818,nm0612367,nm0057947,1949,1909,1942,1934,55.0,16.0,66.0,21.0,F,M,M,M
"Red Firecracker, Green Firecracker",Drama,1994,tt0110769,0.0,4.6,nm0632440,nm3173607,nm0944504,nm0945987,1972,1960,1956,\N,21.0,33.0,6.0,2.0,F,M,M,M
The Prince and Me,Drama,2004,tt0337697,11609286.614221303,4.6,nm0005466,nm0531101,nm0001669,nm0587950,1981,1976,1958,1966,112.0,42.0,107.0,140.0,F,M,F,M
Butterfly Crush,Drama,2010,tt1630311,0.0,4.3,nm2316076,nm3067004,nm3861651,nm0962666,\N,\N,\N,\N,2.0,9.0,1.0,1.0,M,F,M,F
Mancora,Drama,2008,tt1003023,-1979192.531438325,4.5,nm1832840,nm0665235,nm0006663,nm1249574,1985,1976,1973,1984,22.0,31.0,177.0,7.0,M,F,M,M
The Quiet Duel,Drama,1949,tt0041870,0.0,4.7,nm0001536,nm0793766,nm0762807,nm0879971,1920,1905,1928,1914,138.0,77.0,5.0,11.0,M,M,F,M
Night World,Drama,1932,tt0023271,0.0,4.6,nm0000817,nm0164883,nm0000472,nm0720885,1908,1910,1887,1904,103.0,49.0,133.0,34.0,M,F,M,F
The Fugitive,Drama,1993,tt0106977,11609286.614221303,6.2,nm0000148,nm0000169,nm0000688,nm0000194,1942,1946,1956,1960,72.0,85.0,244.0,82.0,M,M,F,F
Interview,Drama,2007,tt0480269,0.0,4.6,nm1092227,nm0000114,nm0123946,nm0253108,1981,1957,1960,1980,57.0,136.0,17.0,22.0,F,M,M,F
Saajan,Drama,1991,tt0102825,0.0,4.7,nm0004569,nm0002043,nm0006795,nm0812252,1959,1967,1965,1971,148.0,68.0,258.0,8.0,M,F,M,F
The Prince of Pennsylvania,Drama,1988,tt0095903,0.0,4.4,nm0911542,nm0000206,nm0000889,nm0001496,1942,1964,1948,1950,46.0,83.0,145.0,40.0,M,M,F,F
Innocent Blood,Drama,1992,tt0104511,8389921.873269984,4.6,nm0001594,nm0001439,nm0005162,nm0698998,1960,1959,1930,1942,45.0,248.0,161.0,30.0,F,M,M,M
Final Destination,Drama,2000,tt0195714,11609286.614221303,4.8,nm0001701,nm0005123,nm0005445,nm0167028,1978,1976,1972,1968,50.0,70.0,31.0,36.0,M,F,M,F
Ammakilikkoodu,Drama,2003,tt0388710,0.0,4.3,nm1335387,nm1398736,nm0409204,nm0765248,1982,1985,1948,\N,101.0,24.0,67.0,32.0,M,F,M,F
Total Eclipse,Drama,1995,tt0114702,528425.2630022968,4.6,nm0000138,nm0000667,nm0001960,nm0086924,1974,1963,1973,1956,47.0,99.0,90.0,54.0,M,M,F,F
Mother,Drama,2009,tt1216496,11609286.614221303,5.0,nm1067547,nm1047193,nm1918588,nm2175143,1941,1977,1980,\N,4.0,6.0,26.0,8.0,F,M,M,M
Meet Bill,Drama,2007,tt0790623,-5313095.070301182,4.4,nm0001173,nm0004695,nm0503567,nm0006969,1968,1981,1992,1974,57.0,148.0,59.0,88.0,M,F,M,F
Timecrimes,Drama,2007,tt0480669,-2968587.147910321,4.6,nm0253216,nm1508630,nm0324409,nm1443023,1960,\N,1983,1977,52.0,6.0,69.0,28.0,M,F,F,M
Minor Mishaps,Drama,2002,tt0306079,0.0,4.5,nm0452762,nm1112103,nm0697978,nm0159802,1931,1973,1960,1948,14.0,31.0,48.0,67.0,M,F,M,M
Sonhos de Peixe,Drama,2006,tt0423232,0.0,4.5,nm1699650,nm0246545,nm1249574,nm1698843,\N,1959,1984,1971,1.0,56.0,7.0,1.0,F,M,M,M
Peppermint Frappé,Drama,1967,tt0062113,0.0,4.7,nm0001036,nm0007023,nm0562841,nm0715127,1944,1922,1911,1937,102.0,167.0,76.0,18.0,F,M,M,M
Weapons,Drama,2007,tt0497470,0.0,4.2,nm0134244,nm0200452,nm0916406,nm0133117,1980,1984,1980,\N,34.0,52.0,34.0,2.0,M,M,M,M
Last Night,Drama,2010,tt1294688,807654.3784273574,4.6,nm0461136,nm0941777,nm0578949,nm0133899,1985,1976,1974,1973,48.0,66.0,24.0,53.0,F,M,F,M
Forever the Moment,Drama,2008,tt1232162,11609286.614221303,4.7,nm0600668,nm1155573,nm7679250,nm2955550,1974,1975,\N,\N,27.0,26.0,12.0,2.0,F,F,F,M
Desperate Hours,Drama,1990,tt0099409,-27643889.49001339,3.8,nm0000620,nm0000164,nm0000211,nm0001080,1952,1937,1956,1948,68.0,119.0,124.0,35.0,M,M,F,F
Hannah and Her Sisters,Drama,1986,tt0091167,11609286.614221303,6.8,nm0001201,nm0001848,nm0000323,nm0001347,1945,1946,1933,1948,317.0,72.0,118.0,103.0,F,F,M,F
"Léon Morin, Priest",Drama,1961,tt0055082,0.0,4.8,nm0000901,nm0728938,nm0876567,nm0592317,1933,1927,1934,1941,76.0,42.0,10.0,2.0,M,F,F,F
Captain America: The First Avenger,Drama,2011,tt0458339,11609286.614221303,4.8,nm0262635,nm0915989,nm0000168,nm2017943,1981,1960,1948,1982,65.0,95.0,140.0,79.0,M,M,M,F
Now That I Have You,Drama,2004,tt0422852,0.0,4.7,nm1286983,nm1379134,nm0883684,nm1371694,1983,1987,\N,\N,1510.0,1211.0,69.0,5.0,M,F,F,M
Nixon,Drama,1995,tt0113987,-47288778.168741114,3.9,nm0000164,nm0000260,nm0000959,nm0000438,1937,1956,1948,1950,119.0,47.0,50.0,100.0,M,F,M,M
Three Seasons,Drama,1999,tt0138874,2873234.487033868,4.8,nm0629062,nm0591336,nm0387474,nm0452666,\N,\N,\N,\N,5.0,1.0,1.0,1.0,F,M,M,F
The Ramen Girl,Drama,2008,tt0806165,-3518564.5003348,4.4,nm0005261,nm0632664,nm0087109,nm1670590,1977,1947,1976,\N,282.0,47.0,31.0,19.0,F,M,F,M
"Bruce Lee, My Brother",Drama,2010,tt1482989,0.0,4.5,nm3810208,nm0504899,nm0161198,nm4213496,\N,1958,1970,\N,39.0,79.0,18.0,4.0,M,M,F,F
Day for Night,Drama,1973,tt0070460,0.0,5.7,nm0000302,nm0529543,nm0000076,nm0181305,1944,1944,1932,1923,81.0,58.0,5.0,66.0,F,M,M,F
Notes on a Scandal,Drama,2006,tt0465551,11609286.614221303,5.0,nm0000949,nm0001132,nm1587166,nm0313702,1969,1934,1989,1937,104.0,220.0,10.0,67.0,F,F,M,M
Colors,Drama,1988,tt0094894,11609286.614221303,4.8,nm0000576,nm0000380,nm0000744,nm0112207,1960,1931,1957,1950,67.0,111.0,322.0,91.0,M,M,F,M
My One and Only,Drama,2009,tt1185431,3339414.798243038,4.6,nm0000250,nm0503567,nm0719321,nm0000102,1969,1992,1988,1958,45.0,59.0,91.0,156.0,F,M,M,M
The Great Man,Drama,1956,tt0049280,0.0,4.6,nm0001207,nm0415591,nm0943978,nm0518728,1912,1903,1916,1926,75.0,99.0,137.0,155.0,M,M,M,F
A Distant Trumpet,Drama,1964,tt0058019,0.0,4.5,nm0001148,nm0687189,nm0564223,nm0339834,1936,1937,1941,1911,70.0,228.0,45.0,150.0,M,F,F,M
The Story of Qiu Ju,Drama,1992,tt0105197,0.0,4.8,nm0000084,nm0514988,nm0946028,nm0499980,1965,\N,\N,1936,32.0,22.0,1.0,8.0,F,M,F,M
Letters from Iwo Jima,Drama,2006,tt0498380,11609286.614221303,5.8,nm0913822,nm0632497,nm0407296,nm1076976,1959,1983,1963,1974,103.0,27.0,71.0,35.0,M,M,M,M
Achilles and the Tortoise,Drama,2008,tt1217243,0.0,4.7,nm0001429,nm0383679,nm0039591,nm0258224,1947,1958,1978,1960,40.0,22.0,55.0,12.0,M,F,F,F
Vacationland,Drama,2006,tt0480048,0.0,4.2,nm2039205,nm1932408,nm2037577,nm2422724,1981,\N,\N,\N,4.0,3.0,2.0,3.0,M,M,F,M
The Photograph,Drama,2007,tt1067224,0.0,4.6,nm0510558,nm2565779,nm1059365,nm2719088,\N,\N,1971,\N,24.0,3.0,32.0,1.0,M,F,M,F
Alice Adams,Drama,1935,tt0026056,11609286.614221303,4.8,nm0000031,nm0534045,nm0831872,nm0892867,1907,1908,1873,1913,52.0,245.0,9.0,19.0,F,M,M,F
Vengeance of the Zombies,Drama,1973,tt0069165,0.0,4.2,nm0596701,nm0739355,nm0589019,nm0467422,1934,\N,1948,1951,61.0,9.0,16.0,26.0,M,F,F,F
To Be or Not to Be,Drama,1942,tt0035446,0.0,4.9,nm0001479,nm0000912,nm0821041,nm0107795,1908,1894,1919,1892,43.0,232.0,213.0,28.0,F,M,M,M
Yavanika,Drama,1982,tt0215376,0.0,4.9,nm0329727,nm0893449,nm0007123,nm1964412,1937,1948,1951,\N,27.0,135.0,264.0,16.0,M,M,M,M
Un giorno nella vita,Drama,1946,tt0038560,0.0,4.8,nm0147854,nm0320988,nm0521545,nm0623443,1911,1918,1921,1907,25.0,81.0,34.0,96.0,F,M,F,M
Holidays,Drama,2010,tt2844004,0.0,4.6,nm5626765,nm5626454,,,\N,\N,,,1.0,1.0,,,M,M,,
If Only,Drama,2004,tt0332136,-667623.5636115768,4.6,nm0001349,nm0629493,nm0929489,nm0362051,1979,1979,1948,1949,279.0,46.0,82.0,15.0,F,M,M,F
Krishnarjuna,Drama,2008,tt1150946,0.0,4.0,nm0015459,nm2059736,nm1952830,nm2289345,1959,1982,1984,1977,101.0,22.0,41.0,14.0,M,M,F,M
Coup de Torchon,Drama,1981,tt0082206,0.0,4.7,nm0634159,nm0001376,nm0000804,nm0547339,1930,1953,1932,1932,110.0,115.0,65.0,87.0,M,F,F,M
Foxes,Drama,1980,tt0080756,11609286.614221303,4.7,nm0000149,nm0192947,nm0434577,nm0834794,1962,1959,1951,1948,76.0,3.0,1.0,2.0,F,F,F,F
The Solitude of Prime Numbers,Drama,2010,tt1441373,0.0,4.5,nm2130040,nm2143950,nm4019876,nm4019768,1979,1984,\N,\N,45.0,30.0,2.0,3.0,F,M,F,M
Bad Girls Go to Hell,Drama,1965,tt0058933,0.0,4.2,nm0201323,nm0563300,nm0829807,nm0635622,1943,\N,\N,\N,6.0,1.0,5.0,1.0,F,M,M,F
Run Lola Run,Drama,1998,tt0130827,11609286.614221303,5.0,nm0004376,nm0001953,nm0460578,nm0677899,1974,1971,1956,1963,34.0,93.0,130.0,60.0,F,M,M,F
Da grande,Drama,1987,tt0164519,0.0,4.5,nm0694843,nm0894905,nm0097817,nm0681583,1940,\N,1962,1949,57.0,3.0,12.0,56.0,M,M,F,F
Matinee,Drama,1993,tt0107529,11609286.614221303,4.8,nm0000422,nm0001550,nm0272086,nm0441814,1952,1960,1976,1976,517.0,40.0,9.0,23.0,M,F,M,M
The Flower of My Secret,Drama,1995,tt0113083,1603550.2778737831,4.7,nm0004650,nm0248364,nm0255979,nm0658041,1946,1961,1951,1964,94.0,167.0,177.0,40.0,F,M,F,F
Crash Dive,Drama,1943,tt0035763,0.0,4.9,nm0000061,nm0000879,nm0000763,nm0322299,1914,1923,1909,1882,44.0,79.0,402.0,75.0,M,F,M,M
Firefox,Drama,1982,tt0083943,11609286.614221303,4.6,nm0000142,nm0428086,nm0400267,nm0165049,1930,1927,1945,1947,266.0,130.0,20.0,129.0,M,M,M,M
Bliss,Drama,2007,tt0978649,0.0,4.8,nm0120270,nm1031569,nm2582421,nm1143239,1956,1978,1975,1963,179.0,181.0,67.0,322.0,M,F,M,M
Windstruck,Drama,2004,tt0409072,0.0,4.7,nm0432428,nm1030267,nm1069518,nm1305598,1981,1976,1970,1981,13.0,64.0,6.0,7.0,F,M,M,M
Transamerica,Drama,2005,tt0407265,11609286.614221303,5.0,nm0005031,nm0954225,nm0001217,nm2092175,1962,1984,1941,1967,287.0,49.0,87.0,3.0,F,M,F,F
Dark and Stormy Night,Drama,2009,tt1245091,0.0,4.6,nm0064769,nm1146918,nm1117507,nm0122591,1950,\N,\N,1935,162.0,8.0,11.0,37.0,M,F,M,M
Argo,Drama,2012,tt1024648,11609286.614221303,6.8,nm0000255,nm0186505,nm0000422,nm0000273,1972,1956,1952,1934,61.0,432.0,517.0,85.0,M,M,M,M
Nora,Drama,2000,tt0158033,0.0,4.4,nm0000191,nm0528462,nm0778831,nm0564516,1971,1971,1976,\N,116.0,49.0,60.0,4.0,M,F,M,M
Life Begins for Andy Hardy,Drama,1941,tt0033832,0.0,4.6,nm0832011,nm0001682,nm0000023,nm0390189,1879,1920,1922,1893,99.0,300.0,27.0,16.0,M,M,F,F
The Boy in Blue,Drama,1986,tt0090769,593955.2573557363,4.3,nm0000115,nm0197664,nm0001626,nm0622544,1964,1961,1929,1951,105.0,30.0,217.0,66.0,M,F,M,M
Dear Frankie,Drama,2004,tt0377752,3735141.4777305215,4.9,nm0607865,nm1380882,nm0124930,nm0726635,1971,1994,1969,1935,89.0,1.0,69.0,61.0,F,M,M,F
The Squid and the Whale,Drama,2005,tt0367089,11609286.614221303,4.9,nm0997240,nm0001099,nm0001473,nm0251986,1991,1955,1964,1983,3.0,111.0,159.0,49.0,M,M,F,M
Underworld,Drama,1927,tt0018526,0.0,4.8,nm0051628,nm0111612,nm0107574,nm0463264,1882,1887,1899,1887,30.0,59.0,48.0,46.0,M,M,F,M
The Ambulance,Drama,1990,tt0099026,-7247487.722431277,4.3,nm0000616,nm0000469,nm0302446,nm0000999,1956,1931,1960,1919,482.0,133.0,80.0,51.0,M,M,F,M
That Forsyte Woman,Drama,1949,tt0041955,11609286.614221303,4.8,nm0001224,nm0002093,nm0682074,nm0001870,1909,1904,1897,1907,50.0,29.0,89.0,388.0,M,F,M,M
Dirty Girl,Drama,2010,tt1107319,-4282829.763427964,4.5,nm1017334,nm3309176,nm0000170,nm3988847,1989,1986,1975,\N,48.0,6.0,39.0,4.0,F,M,F,M
Paris,Drama,2008,tt0869994,-20891476.720737875,4.3,nm0524528,nm0244151,nm2473241,nm0491259,1951,1974,\N,1983,68.0,60.0,16.0,41.0,M,M,M,F
Raven's End,Drama,1963,tt0057237,0.0,4.7,nm0074547,nm0387071,nm0832558,nm0386335,1937,1922,1925,1934,27.0,28.0,15.0,83.0,M,M,F,M
In the Line of Fire,Drama,1993,tt0107206,11609286.614221303,4.9,nm0000142,nm0000518,nm0000623,nm0001518,1930,1953,1954,1961,266.0,138.0,27.0,261.0,M,M,F,M
Through the Back Door,Drama,1921,tt0012755,0.0,4.6,nm0681933,nm0040090,nm0524306,nm0713279,1892,1887,1871,1878,71.0,44.0,38.0,5.0,F,F,M,F
Balzac and the Little Chinese Seamstress,Drama,2002,tt0291032,0.0,4.7,nm0955782,nm1179512,nm1091782,nm1179392,1974,1976,1978,\N,45.0,57.0,31.0,11.0,F,M,M,M
A Child Is Waiting,Drama,1963,tt0056930,0.0,4.7,nm0000044,nm0000023,nm0001687,nm0384696,1913,1922,1930,1922,81.0,27.0,72.0,55.0,M,F,F,M
The Tiger,Drama,2005,tt0483184,0.0,4.6,nm0329730,nm0756533,nm1388202,nm0222145,1958,\N,1962,1954,130.0,578.0,116.0,57.0,M,M,M,M
Easy Money,Drama,1948,tt0040309,0.0,4.4,nm0912487,nm0276155,nm0654293,nm0914453,1895,1892,1923,1923,42.0,8.0,2.0,79.0,M,F,F,M
Raging Phoenix,Drama,2009,tt1551621,0.0,4.4,nm2925876,nm2889417,nm3708624,nm3708185,1984,\N,\N,\N,6.0,1.0,1.0,1.0,F,M,M,M
Heavy,Drama,1995,tt0113280,1462540.1396018812,4.6,nm0898546,nm0000239,nm0001859,nm0001323,1960,1977,1920,1945,20.0,56.0,88.0,18.0,M,F,F,F
Femme Fatale,Drama,2002,tt0280665,-23902081.051220756,4.1,nm0005381,nm0000104,nm0001075,nm0248254,1972,1960,1941,1967,95.0,111.0,291.0,39.0,F,M,M,M
Scream 3,Drama,2000,tt0134084,11609286.614221303,4.6,nm0000274,nm0000117,nm0001073,nm0000630,1971,1973,1964,1967,179.0,234.0,420.0,193.0,M,F,F,M
The Star Maker,Drama,1995,tt0114808,0.0,4.7,nm0144812,nm0517046,nm0768769,nm0872689,1953,1976,1943,1917,155.0,13.0,6.0,24.0,M,F,M,M
Faust,Drama,2011,tt1437357,0.0,4.6,nm0954348,nm0011582,nm2347132,nm0295429,1970,1959,1993,1966,18.0,7.0,25.0,53.0,M,M,F,M
Exterminator 2,Drama,1984,tt0087229,8521604.126908392,4.3,nm0320180,nm0005522,nm0311708,nm0265670,1948,1957,\N,1949,51.0,69.0,13.0,160.0,M,M,F,M
Kazhugu,Drama,2012,tt2285529,10311081.848495549,4.7,nm4935635,nm3766840,nm1420619,nm4446366,\N,1986,1970,1956,7.0,18.0,37.0,40.0,M,F,M,M
Soft Shell Man,Drama,2001,tt0284214,0.0,4.7,nm0478640,nm0086396,nm0082636,nm1069195,1966,1975,1964,\N,67.0,55.0,49.0,1.0,M,F,M,F
Mississippi Masala,Drama,1991,tt0102456,-1199397.5769442576,4.6,nm0000243,nm0002004,nm0786022,nm0846616,1954,1966,1942,1944,58.0,44.0,42.0,64.0,M,F,M,F
Map of the Sounds of Tokyo,Drama,2009,tt1185376,0.0,4.4,nm0452860,nm0530365,nm0849032,nm0620002,1981,1965,1945,1951,25.0,69.0,20.0,6.0,F,M,M,M
Love Express,Drama,2011,tt1964886,0.0,4.2,nm4507329,nm4508042,nm4509041,nm4509104,\N,\N,\N,\N,1020.0,1.0,1.0,2.0,M,F,M,F
American Venus,Drama,2007,tt0783478,0.0,4.1,nm0000360,nm0569990,nm0002023,nm1751231,1959,1983,1956,\N,51.0,21.0,72.0,2.0,F,F,M,F
The Art of Getting By,Drama,2011,tt1645080,1479973.8265590323,4.6,nm0383603,nm0731075,nm0029400,nm0818587,1992,1991,1987,1990,189.0,112.0,58.0,2.0,M,F,M,F
Resurrection,Drama,1999,tt0142804,-14211986.592625942,4.2,nm0000483,nm0030548,nm0042603,nm0157672,1957,\N,\N,\N,73.0,1.0,1.0,6.0,M,M,M,M
Hostel,Drama,2005,tt0450278,11609286.614221303,4.6,nm0379596,nm1277177,nm1898448,nm1319676,1978,1976,1968,1979,134.0,12.0,2.0,10.0,M,M,M,F
Desert Moon,Drama,2001,tt0283309,0.0,4.5,nm0586345,nm0990047,nm0440573,nm0989392,1962,1967,1978,\N,40.0,4.0,18.0,1.0,M,F,M,F
The Citadel,Drama,1938,tt0029995,0.0,4.7,nm0232196,nm0751426,nm0724732,nm0001322,1905,1907,1902,1908,21.0,45.0,88.0,42.0,M,F,M,M
The Tower of Lies,Drama,1925,tt0016446,0.0,4.8,nm0790454,nm0151606,nm0445246,nm0568282,1902,1883,1899,1877,36.0,67.0,46.0,74.0,F,M,M,F
Homecoming,Drama,2009,tt1135500,-1655212.154546768,4.3,nm0059215,nm1668265,nm1888211,nm0484678,1986,1980,1986,\N,150.0,48.0,93.0,79.0,F,M,F,M
That's Life!,Drama,1986,tt0092079,8811909.398943206,4.6,nm0000493,nm0000267,nm0001419,nm0005162,1925,1935,1937,1930,100.0,56.0,83.0,161.0,M,F,F,M
Bangkok Love Story,Drama,2007,tt1135961,0.0,4.4,nm2827111,nm2589555,nm2562810,nm1210703,1979,1988,\N,\N,2.0,1.0,4.0,3.0,M,M,M,F
To Kill a Mockingbird,Drama,1962,tt0056592,11609286.614221303,7.0,nm0000060,nm0576345,nm0653942,nm0614677,1916,1952,1918,1925,60.0,6.0,98.0,32.0,M,M,M,F
The Boys Next Door,Drama,1985,tt0090770,0.0,4.5,nm0001028,nm0000221,nm0001091,nm0001520,1959,1965,1951,1955,81.0,371.0,102.0,141.0,M,M,F,M
High School Hellcats,Drama,1958,tt0051725,0.0,4.4,nm0510768,nm0357020,nm0248712,nm0796661,1935,1933,1933,1939,11.0,82.0,5.0,2.0,F,M,F,F
Sri Ramadasu,Drama,2006,tt0459205,0.0,4.7,nm0015459,nm0998044,nm0838520,nm0789391,1959,1981,1959,\N,101.0,49.0,112.0,13.0,M,F,M,F
Tuck Everlasting,Drama,1981,tt0081664,0.0,4.6,nm0150190,nm0281916,nm0445630,nm0570213,\N,\N,1919,\N,1.0,1.0,3.0,1.0,F,M,M,M
Alfred the Great,Drama,1969,tt0064000,0.0,4.5,nm0376101,nm0001868,nm0710426,nm0086780,1941,1942,1943,1930,44.0,115.0,36.0,72.0,M,M,F,M
Forest of Death,Drama,2007,tt0969706,0.0,4.0,nm0795517,nm0155562,nm6470919,nm0490618,1976,1967,1983,1931,62.0,54.0,47.0,8.0,F,M,F,M
Psycho II,Drama,1983,tt0086154,11609286.614221303,4.8,nm0000578,nm0587256,nm0000672,nm0005162,1932,1929,1960,1930,55.0,98.0,41.0,161.0,M,F,F,M
The Hollywood Sign,Drama,2001,tt0239467,0.0,4.3,nm0000297,nm0001768,nm0000608,nm0453492,1949,1925,1936,\N,165.0,102.0,300.0,10.0,M,M,M,F
Naughty @ 40,Drama,2011,tt1363125,0.0,3.7,nm0332871,nm2768910,nm0451600,nm0419741,1963,1983,1955,\N,98.0,45.0,175.0,15.0,M,F,M,F
The Belly of an Architect,Drama,1987,tt0092637,0.0,4.6,nm0001133,nm0916050,nm0933727,nm0266949,1938,1956,1958,1930,111.0,13.0,101.0,29.0,M,F,M,M
Maverick,Drama,1994,tt0110478,11609286.614221303,4.9,nm0000154,nm0000149,nm0001258,nm0001295,1956,1962,1928,1952,69.0,76.0,282.0,98.0,M,F,M,M
The International,Drama,2009,tt0963178,11212838.593534758,4.7,nm0654110,nm0915208,nm0000090,nm0860947,1964,1968,1930,1963,113.0,85.0,102.0,123.0,M,F,M,M
A Stranger Is Watching,Drama,1982,tt0084735,0.0,4.3,nm0000550,nm0001800,nm0622553,nm0902968,1955,1931,1945,\N,255.0,94.0,67.0,1.0,F,M,M,F
Lea,Drama,1996,tt0116844,0.0,4.7,nm0900653,nm0714943,nm0778016,nm0233109,1972,1948,1943,1951,17.0,50.0,79.0,41.0,F,M,F,M
The Car,Drama,1977,tt0075809,0.0,4.5,nm0000981,nm0516049,nm0549134,nm0035866,1940,1948,1907,1917,401.0,59.0,63.0,70.0,M,F,M,M
Egg,Drama,2007,tt1021004,0.0,4.6,nm1625479,nm2278522,nm1832249,nm2637048,1972,1983,1981,\N,214.0,56.0,48.0,1.0,M,F,M,M
Panama Lady,Drama,1939,tt0031777,0.0,4.4,nm0000840,nm0485226,nm0241755,nm0107574,1911,1909,1910,1899,562.0,33.0,12.0,48.0,F,M,F,F
The Collector,Drama,1965,tt0059043,0.0,4.8,nm0000654,nm0002058,nm0913332,nm0198090,1938,1939,1903,1912,77.0,67.0,19.0,2.0,M,F,F,M
Victims,Drama,1982,tt1764732,0.0,4.2,nm0011156,nm4159389,nm4160856,nm0113427,\N,\N,\N,1964,1.0,1.0,1.0,299.0,F,F,M,M
The Fuzzy Pink Nightgown,Drama,1957,tt0050422,0.0,4.4,nm0000066,nm0943978,nm0576127,nm0163939,1921,1916,1920,1914,25.0,137.0,74.0,38.0,F,M,M,M
Saint Monica,Drama,2002,tt0298694,0.0,4.5,nm1068777,nm0183504,nm0855803,nm0108765,1991,1942,1973,1968,27.0,43.0,7.0,36.0,F,F,M,F
The Stepford Wives,Drama,1975,tt0073747,0.0,4.6,nm0001684,nm0696038,nm0557751,nm0628216,1940,1938,1934,1934,89.0,48.0,4.0,30.0,F,F,M,F
Blood Diamond,Drama,2006,tt0450259,11609286.614221303,5.1,nm0000138,nm0005023,nm0000124,nm2218894,1974,1964,1970,\N,47.0,32.0,66.0,1.0,M,M,F,M
28 Weeks Later,Drama,2007,tt0463854,11609286.614221303,4.8,nm0719637,nm0126284,nm0001015,nm0674782,1971,1979,1961,1963,67.0,158.0,115.0,81.0,M,F,M,M
Bitter Sweet,Drama,2004,tt0881897,0.0,4.3,nm2424244,nm0411056,nm1078702,nm0992732,\N,1959,1970,1956,3.0,4.0,69.0,33.0,F,M,F,M
Steel Magnolias,Drama,1989,tt0098384,11609286.614221303,4.9,nm0000511,nm0001156,nm0000398,nm0000210,1934,1931,1946,1967,75.0,140.0,291.0,75.0,F,F,F,F
An Autumn's Tale,Drama,1987,tt0093426,0.0,4.8,nm0000334,nm0161193,nm0150774,nm0939075,1955,1960,1958,\N,70.0,36.0,3.0,5.0,M,F,M,F
Innale,Drama,1989,tt0248909,0.0,4.9,nm0811794,nm0419688,nm0820286,nm0329730,1966,1964,1953,1958,65.0,488.0,82.0,130.0,F,M,F,M
Children of Invention,Drama,2009,tt1322282,0.0,4.6,nm0156461,nm3192506,nm3191758,nm0315342,\N,1997,\N,\N,10.0,3.0,3.0,5.0,F,M,F,M
Katha,Drama,1983,tt0085776,0.0,4.8,nm0787462,nm0787582,nm0622732,nm2448104,1950,1948,1952,\N,179.0,51.0,145.0,2.0,M,M,F,M
Unconditional Love,Drama,2002,tt0219374,0.0,4.6,nm0000870,nm0000391,nm0000596,nm1485773,1948,1959,1947,\N,150.0,78.0,98.0,1.0,F,M,M,F
